410446832	20140219	201402	2014	2014.1342											AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	2	1	2	1.0989010989011	0								1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20150219010000	http://www.fruitnet.com/asiafruit/article/164295/cherries-on-top-for-chinese-new-year
410446833	20140219	201402	2014	2014.1342											CHN	SHANGHAI	CHN								1	042	042	04	1	1.9	8	1	8	1.0989010989011	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20150219010000	http://www.fruitnet.com/asiafruit/article/164295/cherries-on-top-for-chinese-new-year
410446834	20140219	201402	2014	2014.1342											EDU	STUDENT						EDU			1	040	040	04	1	1.0	2	1	2	-1.93798449612403	0								3	Linn County, Oregon, United States	US	USOR		44.4996	-122.585	1135857	3	Linn County, Oregon, United States	US	USOR		44.4996	-122.585	1135857	20150219010000	http://democratherald.com/news/local/education/af884d57-7abd-5de0-908c-0a17e4447dbd.html
410446835	20140219	201402	2014	2014.1342											FRA	PARIS	FRA								1	053	053	05	1	3.8	10	1	10	-0.45095828635852	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20150219010000	http://news.nationalpost.com/2014/11/21/charles-krauthammer-carbon-deal-gives-china-the-coal-while-u-s-gets-the-shaft/
410446836	20140219	201402	2014	2014.1342											ITA	NAPLES	ITA								0	042	042	04	1	1.9	10	1	10	0.66666666666667	0								1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	20150219010000	http://www.timeshighereducation.co.uk/features/out-of-office-on-research-leave-in-florence/2018526.article
410446837	20140219	201402	2014	2014.1342											USA	CHICAGO	USA								0	040	040	04	1	1.0	6	1	6	-0.93457943925234	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20150219010000	http://www.denverpost.com/news/ci_27553476/gop-campaign-finance-fine-could-impact-race-colorado
410446838	20140219	201402	2014	2014.1342											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.93457943925234	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20150219010000	http://www.denverpost.com/news/ci_27553476/gop-campaign-finance-fine-could-impact-race-colorado
410446839	20140219	201402	2014	2014.1342											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.93457943925234	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20150219010000	http://www.denverpost.com/news/ci_27553476/gop-campaign-finance-fine-could-impact-race-colorado
410446840	20140219	201402	2014	2014.1342											fan	FANG			fan						1	010	010	01	1	0.0	3	1	3	1.0989010989011	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20150219010000	http://www.fruitnet.com/asiafruit/article/164295/cherries-on-top-for-chinese-new-year
410446841	20140219	201402	2014	2014.1342	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	0.67001675041876	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20150219010000	http://olddogthoughts.com/2015/02/08/tony-abbott-denies-chinas-carbon-trading-plan-shows-he-is-out-of-step-more-and-more-countries-are-going-down-the-direct-action-path-prime-minister-says-of-grants-aimed-at-loweri/
410446842	20140219	201402	2014	2014.1342	AUS	AUSTRALIA	AUS								CHNREL	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	0.67001675041876	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150219010000	http://olddogthoughts.com/2015/02/08/tony-abbott-denies-chinas-carbon-trading-plan-shows-he-is-out-of-step-more-and-more-countries-are-going-down-the-direct-action-path-prime-minister-says-of-grants-aimed-at-loweri/
410446843	20140219	201402	2014	2014.1342	AUS	MELBOURNE	AUS								REL	ABBOT									0	043	043	04	1	2.8	6	1	6	0.67001675041876	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150219010000	http://olddogthoughts.com/2015/02/08/tony-abbott-denies-chinas-carbon-trading-plan-shows-he-is-out-of-step-more-and-more-countries-are-going-down-the-direct-action-path-prime-minister-says-of-grants-aimed-at-loweri/
410446844	20140219	201402	2014	2014.1342	BUS	COMPANY						BUS													0	013	013	01	1	0.4	5	1	5	0.61601642710472	0								0								0								20150219010000	http://techcrunch.com/2015/02/18/indinero-pivot-funding/
410446845	20140219	201402	2014	2014.1342	BUS	INDUSTRY						BUS			CVL	ENGINEER						CVL			1	020	020	02	1	3.0	5	1	5	0	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20150219010000	http://www.heraldscotland.com/business/company-news/scottishpower-boss-warns-of-skills-shortages-as-it-prepares-for-13-billion-inv.118816872
410446846	20140219	201402	2014	2014.1342	BUS	INDUSTRY						BUS			CVL	ENGINEER						CVL			1	110	110	11	3	-2.0	5	1	5	0	1	Spain	SP	SP		40	-4	SP	4	Cruachan, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.4167	-5.13333	-2593792	4	Cruachan, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.4167	-5.13333	-2593792	20150219010000	http://www.heraldscotland.com/business/company-news/scottishpower-boss-warns-of-skills-shortages-as-it-prepares-for-13-billion-inv.118816872
410446847	20140219	201402	2014	2014.1342	BUSBUS	AEROSPACE						BUS	BUS												1	020	020	02	1	3.0	10	1	10	2.9520295202952	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20150219010000	http://www.newindianexpress.com/states/karnataka/Modi-Moots-Spl-Varsities-Skill-Development-Centres/2015/02/19/article2675835.ece
410446848	20140219	201402	2014	2014.1342	CAN	CANADA	CAN																		0	010	010	01	1	0.0	2	1	2	-0.57803468208093	1	Canada	CA	CA		60	-95	CA	0								1	Canada	CA	CA		60	-95	CA	20150219010000	http://www.niagarafallsreview.ca/2015/02/18/a-frigid-february-rivals-a-niagara-record
410446849	20140219	201402	2014	2014.1342	CHN	SHANGHAI	CHN																		1	043	043	04	1	2.8	8	1	8	1.0989010989011	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20150219010000	http://www.fruitnet.com/asiafruit/article/164295/cherries-on-top-for-chinese-new-year
410446850	20140219	201402	2014	2014.1342	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	1	1	1	0.67001675041876	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150219010000	http://olddogthoughts.com/2015/02/08/tony-abbott-denies-chinas-carbon-trading-plan-shows-he-is-out-of-step-more-and-more-countries-are-going-down-the-direct-action-path-prime-minister-says-of-grants-aimed-at-loweri/
